cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,synthetic_feat_1,synthetic_feat_2,synthetic_feat_3,synthetic_feat_4,synthetic_feat_5
x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,class_4,medium,low,low,high,medium
x,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,class_4,low,low,low,medium,low
f,y,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_1,high,medium,low,high,medium
x,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,class_3,low,high,low,high,high
x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,class_4,low,low,medium,low,high
f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,class_3,medium,low,high,medium,high
x,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,class_3,low,low,high,medium,low
f,y,r,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d,class_2,high,high,high,medium,high
f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,class_3,low,medium,high,high,low
x,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,class_3,low,medium,medium,medium,low
x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,class_3,high,medium,low,medium,high
f,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,class_3,medium,low,high,high,high
x,y,n,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,class_1,medium,medium,high,medium,low
f,f,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,class_4,high,low,low,medium,high
f,y,u,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,v,d,class_2,high,high,low,high,medium
x,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,class_3,medium,high,high,medium,low
x,s,n,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_2,low,medium,low,low,low
x,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,class_3,high,low,high,high,high
f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,class_3,low,low,high,medium,high
f,s,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,class_1,high,medium,high,low,low
k,f,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,class_1,medium,high,high,high,low
x,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u,class_3,low,high,high,medium,low
f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,class_4,low,high,high,high,high
x,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,class_4,high,high,low,low,low
f,y,p,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,class_1,low,high,medium,high,medium
k,y,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_2,high,medium,medium,medium,medium
x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,class_3,medium,medium,high,low,high
x,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,class_4,low,medium,low,high,low
f,s,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,class_1,high,high,high,medium,low
f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,class_4,low,high,low,medium,medium
x,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,class_3,high,medium,high,low,low
f,s,n,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,class_1,high,medium,high,low,high
f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,class_4,high,high,medium,high,high
f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,class_4,medium,low,low,medium,high
f,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,class_3,low,medium,low,low,low
f,f,c,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,class_2,medium,high,medium,medium,low
b,y,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,class_3,high,high,medium,high,medium
k,y,e,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,class_2,high,medium,medium,low,medium
x,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,class_4,medium,low,medium,high,high
x,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,class_3,medium,high,low,high,low
f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,class_4,low,medium,low,low,low
x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,class_4,high,high,medium,high,high
x,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,class_3,medium,high,high,medium,high
f,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,class_4,high,high,high,low,medium
f,s,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_1,high,high,high,medium,medium
f,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,class_3,low,low,high,high,high
x,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,class_3,low,medium,low,low,low
f,y,w,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,class_1,low,medium,low,medium,medium
x,y,p,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,class_1,medium,medium,low,medium,high
x,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,u,class_4,high,medium,high,medium,low
k,g,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,class_3,medium,medium,medium,medium,high
f,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,g,class_3,medium,low,high,medium,low
x,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,class_4,low,high,low,high,medium
k,s,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_2,high,high,high,high,low
x,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,class_4,high,medium,medium,high,low
x,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,class_3,low,high,medium,high,high
f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,class_3,high,high,high,high,low
f,s,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,class_1,low,high,low,high,medium
f,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,g,class_4,medium,medium,low,high,high
b,s,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,class_3,medium,medium,low,medium,high
f,f,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,class_2,low,low,high,high,high
f,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,u,class_3,medium,medium,low,medium,high
x,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,class_4,medium,low,high,low,high
f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,class_3,low,medium,low,high,high
x,s,b,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,class_1,medium,high,medium,medium,high
f,y,n,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,class_1,high,low,medium,low,medium
x,y,r,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,class_2,medium,low,low,low,medium
k,s,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,class_2,low,low,high,medium,high
x,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,class_3,high,medium,low,medium,low
x,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,class_3,high,low,high,medium,high
x,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,class_1,medium,medium,medium,high,high
f,y,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,class_4,high,low,high,low,high
f,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u,class_3,low,medium,low,high,low
x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,class_3,high,low,medium,high,medium
k,s,n,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_1,medium,high,high,high,low
f,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g,class_3,medium,high,high,low,low
k,y,p,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,class_2,high,low,medium,low,low
f,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,class_4,low,medium,low,low,low
x,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,class_3,low,medium,medium,medium,high
f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,class_3,medium,medium,low,high,medium
x,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u,class_4,medium,high,low,medium,low
k,f,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,class_2,low,high,high,medium,medium
f,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u,class_3,high,high,low,high,high
f,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g,class_4,high,medium,low,low,high
b,s,b,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,class_4,high,medium,medium,high,medium
b,s,p,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,class_3,high,medium,medium,medium,high
f,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g,class_4,low,low,low,low,medium
x,y,n,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,class_2,medium,low,high,low,low
x,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,class_3,medium,low,medium,medium,high
x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,class_3,high,high,high,low,high
x,s,b,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_2,low,high,medium,low,medium
x,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,class_3,low,medium,medium,high,high
x,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,class_4,high,low,low,high,low
f,s,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,class_3,high,medium,medium,medium,high
x,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,class_4,high,low,medium,medium,high
x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,class_3,medium,low,high,medium,high
f,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u,class_4,high,medium,medium,low,medium
f,y,r,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,class_2,medium,medium,medium,medium,low
f,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,class_4,low,low,high,high,low
f,s,w,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,class_3,low,low,low,low,high
x,y,w,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,class_1,medium,high,low,medium,high
x,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,class_4,medium,medium,medium,low,medium
k,y,b,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_2,medium,medium,medium,low,low
x,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,class_3,medium,medium,high,low,high
x,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,class_3,high,medium,low,medium,low
x,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u,class_3,low,low,low,low,high
f,y,r,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d,class_1,high,high,low,low,high
b,s,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,class_3,medium,medium,high,low,medium
x,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,class_3,high,low,high,high,low
f,y,c,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,class_2,high,low,high,medium,low
x,y,u,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d,class_1,low,low,medium,high,high
x,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,class_4,high,low,low,low,high
x,y,w,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,v,d,class_1,low,low,medium,low,medium
x,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,class_3,medium,medium,medium,high,high
x,s,p,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,class_2,high,medium,high,low,low
f,s,p,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,class_4,medium,high,low,high,medium
f,y,n,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,class_3,low,medium,medium,low,low
f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,class_4,medium,low,low,low,medium
f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,class_4,medium,high,medium,low,low
x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,class_4,low,low,high,low,high
f,y,e,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,class_2,medium,low,medium,medium,low
f,s,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,class_3,medium,medium,high,medium,low
b,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,class_4,medium,low,low,medium,medium
x,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,class_3,high,medium,medium,high,low
x,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,class_3,medium,low,medium,high,high
x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,class_3,low,high,high,high,medium
b,y,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,class_3,high,low,high,high,medium
f,y,n,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,class_2,high,medium,low,medium,low
f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,class_4,low,low,high,high,medium
f,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,class_3,medium,medium,low,high,high
f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,class_3,high,medium,medium,high,low
x,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,class_3,high,high,low,low,high
x,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,class_3,high,medium,low,high,low
x,y,y,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,class_4,medium,high,low,low,low
x,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,class_3,high,high,medium,high,medium
f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,class_4,low,low,medium,high,medium
f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,class_3,medium,high,high,low,medium
f,f,n,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,class_1,low,medium,low,high,low
x,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,class_3,low,medium,medium,low,medium
f,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,class_3,high,high,low,high,high
f,s,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,class_2,high,low,low,high,medium
x,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,class_4,high,high,low,low,high
f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,class_4,low,high,medium,medium,medium
x,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,class_3,medium,medium,low,low,low
f,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,class_3,high,low,low,medium,medium
f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g,class_4,high,low,high,low,high
f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,class_4,low,low,low,medium,high
f,f,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,class_1,medium,low,high,high,medium
x,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,class_3,low,medium,low,medium,high
k,y,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,class_2,high,low,high,high,low
x,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,class_3,low,low,medium,low,medium
f,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g,class_3,high,low,medium,medium,high
x,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,class_4,medium,medium,low,high,medium
x,s,n,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,class_1,low,medium,high,low,medium
f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,class_4,high,low,medium,medium,medium
x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,class_3,high,medium,low,high,medium
f,s,e,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,class_2,high,high,low,medium,medium
f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,class_3,high,low,high,medium,low
f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,class_4,low,medium,high,high,medium
f,y,e,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,class_2,high,low,low,high,low
f,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,class_4,low,low,high,low,medium
k,s,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,class_2,high,medium,high,high,high
f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,class_3,low,high,medium,high,medium
x,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g,class_3,low,low,high,medium,medium
x,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,class_4,high,high,low,high,high
f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,class_3,high,medium,high,medium,low
f,y,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,class_3,high,low,low,medium,low
x,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,class_3,high,medium,low,high,low
f,y,w,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,v,d,class_1,medium,medium,high,high,low
x,y,w,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d,class_1,high,medium,high,high,high
x,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,class_4,high,medium,high,high,low
f,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,class_4,high,low,medium,low,low
x,y,u,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,v,d,class_2,low,high,medium,medium,low
f,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,class_4,high,high,high,low,low
x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,class_3,low,low,low,low,low
f,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,class_3,low,low,high,medium,medium
f,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,class_4,low,high,medium,low,medium
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,class_3,low,high,medium,high,low
f,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,class_3,medium,low,high,high,high
x,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,g,class_4,high,medium,low,high,high
f,y,r,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d,class_1,low,low,low,high,medium
f,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,class_4,high,high,medium,medium,high
k,s,n,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,class_2,low,medium,medium,high,medium
x,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,class_3,medium,high,medium,medium,low
x,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g,class_3,low,medium,low,medium,low
f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,class_4,high,high,medium,medium,high
b,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,class_4,high,medium,medium,medium,high
x,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,class_3,medium,low,low,low,high
b,s,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,class_4,high,low,medium,low,low
f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,class_4,high,medium,medium,high,low
x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,class_4,low,medium,high,medium,high
x,y,e,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,class_1,high,low,medium,high,high
k,s,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,class_2,low,low,high,high,high
x,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,class_3,medium,medium,medium,high,high
x,s,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,class_2,high,medium,medium,high,medium
f,s,b,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,class_3,low,low,high,medium,high
f,s,n,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,class_2,high,high,medium,medium,high
x,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,class_3,low,low,high,low,medium
f,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,class_1,medium,medium,medium,medium,medium
x,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,class_3,low,medium,high,medium,medium
f,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,class_4,high,high,high,high,medium
x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,class_4,low,low,medium,medium,high
x,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,class_4,high,medium,medium,high,low
f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,class_3,medium,low,high,medium,low
x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,class_4,low,medium,low,low,low
x,y,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,class_3,high,high,medium,high,low
f,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,class_4,high,low,medium,medium,low
x,y,p,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,class_1,high,low,low,medium,low
x,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,class_1,low,high,low,high,medium
f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,class_3,low,medium,high,low,medium
x,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,class_4,low,medium,medium,low,low
x,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,class_4,medium,low,high,medium,high
f,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,class_4,high,high,medium,medium,high
x,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,class_3,high,low,low,medium,low
x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,class_3,medium,low,high,high,high
b,s,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,class_4,medium,medium,medium,high,medium
k,y,n,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,class_2,low,medium,medium,high,medium
x,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,class_4,low,medium,low,medium,high
f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,class_3,low,medium,low,low,low
x,y,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,class_1,low,medium,medium,high,medium
x,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,class_3,low,high,low,low,high
f,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,class_3,low,low,low,medium,high
f,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,class_3,medium,high,high,high,medium
f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,class_4,medium,low,medium,high,medium
x,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,class_3,medium,medium,high,high,low
f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,class_3,high,high,low,medium,high
k,y,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,class_1,high,low,medium,medium,low
x,s,e,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,class_1,low,medium,low,medium,medium
x,y,w,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d,class_1,medium,medium,low,low,high
f,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,class_4,high,high,medium,low,medium
f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,class_3,high,high,low,high,medium
